ABI|2022/11/15|0800|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABI2022/11/150800
ABJ|2022/11/16|0100|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABJ2022/11/160100
ABK|2022/11/17|0800|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABK2022/11/170800
ABE|2022/11/18|0100|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/180100
ABC|2022/11/19|0800|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABC2022/11/190800
ABD|2022/11/13|1200|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABD2022/11/131200
ABE|2022/11/14|1900|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/141900
ABF|2022/11/15|1200|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABF2022/11/151200
ABG|2022/11/16|1900|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABG2022/11/161900
ABH|2022/11/17|1200|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABH2022/11/171200
ABI|2022/11/18|1900|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABI2022/11/181900
ABJ|2022/11/19|1200|9|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABJ2022/11/191200
ABK|2022/11/13|1400|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABK2022/11/131400
ABC|2022/11/14|2100|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABC2022/11/142100
ABD|2022/11/15|1400|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABD2022/11/151400
ABE|2022/11/16|2100|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/162100
ABF|2022/11/17|1400|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABF2022/11/171400
ABG|2022/11/18|2100|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABG2022/11/182100
ABH|2022/11/19|1400|10|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABH2022/11/191400
